"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"RPRM 3'UTR","RPRM Island","1","+","0.000788248759409548","-1.42857708199415","0.0575934803537144","cg26649384","7"
"RPRM 1stExon","RPRM Island","1","+","0.000788248759409548","-1.42857708199415","0.0575934803537144","cg26649384","11"
"GALNT5 1stExon","GALNT5 OpenSea","1","+","0.00937211511010978","-1.07037393752319","0.15554236058626","cg27409015","2"
"GALNT5 5'UTR","GALNT5 OpenSea","1","+","0.00937211511010978","-1.07037393752319","0.15554236058626","cg27409015","2"
"SP9 Body","SP9 Island","1","+","0.000955123202926951","-1.16829970209413","0.10565763478794","cg00153110","6"
"TTN Body","TTN OpenSea","1","-","0.00599449475797344","0.520702979074931","0.0255213669431214","cg20701897","27"
"NEUROD1 TSS200","NEUROD1 N_Shelf","1","+","0.00220292311212829","-1.1926698196881","-0.00764399125528081","cg08327269","6"
"BOLL TSS200","BOLL Island","3","+ + +","0.00711944854951817","-1.34758301872689","0.125727519567254","cg05783139;cg13356896;cg07495363","6"
"BOLL TSS1500","BOLL Island","3","+ + +","0.00711944854951817","-1.34758301872689","0.125727519567254","cg05783139;cg13356896;cg07495363","10"
"SPATS2L TSS200","SPATS2L N_Shore","1","+","0.000995386567556328","-0.896210476844496","0.159554453945125","cg08153883","11"
"SPATS2L 5'UTR","SPATS2L N_Shore","1","+","0.000995386567556328","-0.896210476844496","0.159554453945125","cg08153883","27"
"SPATS2L 1stExon","SPATS2L N_Shore","1","+","0.000995386567556328","-0.896210476844496","0.159554453945125","cg08153883","9"
"SPATS2L TSS1500","SPATS2L N_Shore","1","+","0.000995386567556328","-0.896210476844496","0.159554453945125","cg08153883","9"
"TRAK2 5'UTR","TRAK2 N_Shelf","1","-","0.00100702176579712","0.999673559643191","-0.0557119896043766","cg18786374","11"
"IKZF2 3'UTR","IKZF2 OpenSea","1","-","0.00854854146680321","0.510955059908064","0.0318483819440173","cg15488457","1"
"MARCH4 5'UTR","MARCH4 Island","1","+","0.00953397571238218","-0.949046304531115","0.0152194584562818","cg04749646","5"
"MARCH4 1stExon","MARCH4 Island","1","+","0.00953397571238218","-0.949046304531115","0.0152194584562818","cg04749646","5"
"CYP27A1 Body","CYP27A1 S_Shore","1","+","0.009034410653629","-1.03856671744466","0.0674491864517397","cg26104932","5"
"CDK5R2 5'UTR","CDK5R2 Island","1","+","0.00870787049455182","-1.00703520180347","0.0443177689188787","cg15442811","1"
"CDK5R2 1stExon","CDK5R2 Island","2","+ +","0.00745226937956047","-1.1395478597263","0.0815254212014133","cg15442811;cg04778271","11"
"FEV Body","FEV Island","1","+","0.00336162293697442","-1.25004860876223","0.161487287946638","cg01157126","13"
"CCDC108 TSS200","CCDC108 Island","1","+","0.000473513919513469","-1.12571104707364","0.1570167882334","cg24521848","6"
"IHH TSS200","IHH Island","2","+ +","0.00866377520920854","-0.723476211974659","0.0170379015462379","cg08957652;cg07045816","6"
"HDAC4 5'UTR","HDAC4 OpenSea","1","+","0.00673436143546724","-0.488034378973562","0.0143005010011591","cg02708956","55"
"CNTN6 TSS1500","CNTN6 OpenSea","1","+","0.00733372101380657","-0.751133647195453","0.0360823446653907","cg15013177","3"
"CNTN6 5'UTR","CNTN6 OpenSea","2","+ +","0.00482154604956459","-0.766667759378169","0.0422028970688132","cg01720337;cg05209917","3"
"CNTN6 1stExon","CNTN6 OpenSea","2","+ +","0.00482154604956459","-0.766667759378169","0.0422028970688132","cg01720337;cg05209917","2"
"TTLL3 Body","TTLL3 S_Shore","1","+","0.000546189735191085","-1.05126726453275","0.159155213612851","cg00054472","4"
"NR2C2 Body","NR2C2 OpenSea","1","-","0.00189154455267239","1.34258899348049","0.0911961205234773","ch.3.343413R","4"
"EOMES 1stExon","EOMES Island","3","+ + +","0.00313762415326875","-1.38057073053446","0.127533118790446","cg24434959;cg02797548;cg14557534","5"
"CCDC13 TSS200","CCDC13 Island","3","+ + +","0.00655444704767512","-1.02528969125332","0.0871295625309743","cg04342821;cg25635144;cg01291029","6"
"CADPS TSS200","CADPS Island","2","+ +","0.000344745100427735","-1.19657662279095","0.0807347582722831","cg13491481;cg25947544","5"
"FOXP1 5'UTR","FOXP1 OpenSea","1","-","0.00654601377961948","0.81459245610237","-0.152758666917443","cg07368857","60"
"PCNP Body","PCNP Island","1","-","0.00848908428849669","1.01940026544444","0.0200907445076748","cg24801210","5"
"CDGAP Body","CDGAP N_Shore","1","+","0.00696652846190605","-0.853021871657699","0.0537857562293979","cg05894970","26"
"DIRC2 Body","DIRC2 Island","1","+","0.000303323293720566","-0.945925338482568","0.135980811852561","cg20293716","5"
"LOC100129550 TSS200","LOC100129550 OpenSea","1","-","0.00830178587046058","0.494840711642179","0.0275651240447141","cg05508315","3"
"SEMA5B Body","SEMA5B OpenSea","1","-","0.00500413707534651","0.540011662018031","-0.0374349063410198","cg04484984","27"
"KALRN TSS1500","KALRN OpenSea","1","-","0.00398699517446523","0.844888960878014","-0.0142629049861069","cg13151664","5"
"C3orf25 TSS200","C3orf25 Island","1","+","0.00845065059876963","-0.653799088627726","0.0697103547212629","cg19547144","5"
"CHST2 TSS1500","CHST2 Island","1","+","0.00108694085817382","-1.2844077532996","0.00111576800267099","cg19442495","8"
"NLGN1 5'UTR","NLGN1 OpenSea","1","+","0.00547212815943613","-0.787683037121177","0.051082774099778","cg06304401","12"
"PEX5L TSS1500","PEX5L Island","1","+","0.000576059122882091","-1.08601779612586","0.126985558919681","cg18780412","4"
"PCGF3 TSS200","PCGF3 N_Shore","1","-","0.00660502543682925","1.09041106065793","0.166618534758413","cg07416975","4"
"CCDC96 TSS200","CCDC96 Island","1","-","0.000303323293720566","1.87963057868057","0.180179641071804","cg05842457","5"
"TADA2B TSS1500","TADA2B Island","1","-","0.000303323293720566","1.87963057868057","0.180179641071804","cg05842457","7"
"PPARGC1A TSS200","PPARGC1A OpenSea","1","+","0.00225736943389295","-0.839858928898093","0.0623478495906122","cg12691631","1"
"C4orf34 5'UTR","C4orf34 N_Shore","2","+ +","0.00382145251974134","-0.831134767214131","0.0610509640758214","cg10683341;cg23651614","10"
"GABRA4 TSS200","GABRA4 Island","1","+","0.00114669135369309","-1.05314999610709","0.0211532007392117","cg22798201","5"
"GABRA4 TSS1500","GABRA4 Island","1","+","0.00495469365228429","-1.26022304867924","0.146812077274044","cg16976370","3"
"GSX2 1stExon","GSX2 Island","2","+ +","0.00265373018453354","-1.04009529294969","0.0774982690587524","cg06500120;cg05196820","4"
"IGFBP7 1stExon","IGFBP7 Island","1","+","0.00833284448264668","-1.00480493805414","0.0945864127727076","cg11597475","2"
"IGFBP7 TSS200","IGFBP7 Island","3","+ + +","0.00328623147439948","-1.77912225658046","0.0208354391596772","cg21921384;cg01959562;cg03357180","4"
"PRDM8 5'UTR","PRDM8 S_Shore","1","+","0.00370738923630753","-1.1197345893043","0.015679605183337","cg04343891","31"
"PRDM8 1stExon","PRDM8 S_Shore","1","+","0.00370738923630753","-1.1197345893043","0.015679605183337","cg04343891","3"
"PRSS48 TSS1500","PRSS48 OpenSea","1","-","0.00886191336525515","0.818608176818284","0.048630076779798","cg16142054","3"
"TRIM2 Body","TRIM2 OpenSea","1","+","0.00858266308271836","-1.02683799559635","0.0402911975503644","cg17852507","39"
"TRIM2 5'UTR","TRIM2 OpenSea","1","+","0.00858266308271836","-1.02683799559635","0.0402911975503644","cg17852507","43"
"SPOCK3 Body","SPOCK3 Island","1","+","0.00477441598817594","-1.04417610614721","0.0877403236815073","cg21155380","10"
"MED10 TSS200","MED10 Island","1","-","0.00891797159655259","0.698293063356012","0.0459719007819626","cg23188121","5"
"ISL1 TSS1500","ISL1 Island","1","+","0.00303604032629293","-1.512808505797","-0.00108703366426344","cg07270078","5"
"ITGA1 Body","ITGA1 N_Shore","1","+","0.00653336059824447","-1.20409446466561","-0.166301852086511","cg01022678","20"
"PELO 5'UTR","PELO N_Shore","1","+","0.00653336059824447","-1.20409446466561","-0.166301852086511","cg01022678","16"
"SGTB TSS1500","SGTB S_Shore","1","+","0.000882258002799415","-1.03417882986756","0.168612804805086","cg17329494","8"
"NLN Body","NLN S_Shore","1","+","0.000882258002799415","-1.03417882986756","0.168612804805086","cg17329494","10"
"BDP1 TSS200","BDP1 Island","1","+","0.00473540403435972","-1.04674179410912","-0.065732046030322","cg09567642","5"
"CRHBP Body","CRHBP Island","1","+","0.00525749966239315","-1.37203554419888","0.107232296537756","cg17448335","9"
"VCAN 5'UTR","VCAN Island","1","+","0.00500413707534651","-0.609142844877911","-0.0272234563864794","cg07478641","16"
"LOC645323 Body","LOC645323 S_Shore","1","+","0.00544368908959631","-0.717119937360659","-0.0196078501080498","cg24759337","84"
"TMED7-TICAM2 Body","TMED7-TICAM2 S_Shore","1","+","0.00636743149504531","-0.894718859671677","0.0351747446547914","cg15395441","21"
"TICAM2 TSS1500","TICAM2 S_Shore","1","+","0.00636743149504531","-0.894718859671677","0.0351747446547914","cg15395441","3"
"GRAMD3 TSS1500","GRAMD3 OpenSea","1","-","0.00678742466807652","0.989816242741008","-0.0935756393423828","cg13333800","8"
"C5orf56 TSS200","C5orf56 Island","1","-","0.00285325605862381","0.760511460731712","0.0176713882336037","cg19593314","2"
"NEUROG1 TSS1500","NEUROG1 Island","1","+","0.000437296087318557","-1.23562436836793","0.0137128307091861","cg22734397","17"
"SLC6A7 TSS200","SLC6A7 N_Shore","1","+","0.00734668242144487","-0.957560553976529","-0.0287974839207701","cg16843423","1"
"SLC6A7 5'UTR","SLC6A7 Island","1","+","0.00609765585246616","-0.694180803848882","0.101871645622671","cg11716665","4"
"SLC6A7 1stExon","SLC6A7 Island","1","+","0.00609765585246616","-0.694180803848882","0.101871645622671","cg11716665","4"
"GALNT10 Body","GALNT10 OpenSea","1","+","0.00845494772406972","-0.792684694148915","-0.0520461225505862","cg10908447","35"
"CYFIP2 TSS200","CYFIP2 S_Shelf","2","- -","0.00577507542748299","0.774740230905527","-0.158712948416404","cg23462242;cg08224785","10"
"CYFIP2 5'UTR","CYFIP2 S_Shelf","2","- -","0.00577507542748299","0.774740230905527","-0.158712948416404","cg23462242;cg08224785","11"
"GABRA1 TSS1500","GABRA1 OpenSea","1","+","0.00891391604227217","-0.819772076892755","0.054067799961344","cg00048832","19"
"GABRA1 5'UTR","GABRA1 OpenSea","1","+","0.00891391604227217","-0.819772076892755","0.054067799961344","cg00048832","19"
"GABRA1 TSS200","GABRA1 OpenSea","1","+","0.00891391604227217","-0.819772076892755","0.054067799961344","cg00048832","12"
"DUSP1 Body","DUSP1 N_Shore","1","+","0.00696652846190605","-0.75384155217078","0.103659676680325","cg15890707","5"
"CPLX2 5'UTR","CPLX2 S_Shore","1","+","0.00683294881306574","-1.12394390454087","0.0712263201072281","cg23409774","39"
"SQSTM1 3'UTR","SQSTM1 OpenSea","1","-","0.00786593980340846","0.619087949344846","-0.138096987806081","cg09046399","1"
"TRIM52 TSS200","TRIM52 Island","1","-","0.00803992269226701","0.661480961838479","0.0550211094427291","cg08656222","6"
"NRN1 TSS1500","NRN1 Island","1","+","0.00845494772406972","-0.489697672469315","-0.0171123101607263","cg12595585","5"
"GCNT2 TSS200","GCNT2 OpenSea","1","+","0.00636703934214558","-0.782437390518832","0.116562452512454","cg13347910","6"
"GCNT2 Body","GCNT2 OpenSea","2","+ +","0.00689655879788718","-0.825434556957656","0.119859199816131","cg13347910;cg07264048","20"
"GCNT2 5'UTR","GCNT2 OpenSea","1","+","0.00742607825362879","-0.86843172339648","0.123155947119808","cg07264048","9"
"GCNT2 1stExon","GCNT2 OpenSea","1","+","0.00742607825362879","-0.86843172339648","0.123155947119808","cg07264048","5"
"GABBR1 Body","GABBR1 N_Shore","1","-","0.000801867845048853","0.809723207051586","-0.0526488823505328","cg13013381","159"
"KIAA1949 Body","KIAA1949 OpenSea","1","+","0.0061697434610407","-1.11886796168322","0.0418211094704961","cg10380362","51"
"KIAA1949 TSS1500","KIAA1949 S_Shore","1","+","0.00539193044840236","-0.724247268374654","0.14737110989822","cg13357602","24"
"KIAA1949 TSS200","KIAA1949 S_Shore","1","+","0.00539193044840236","-0.724247268374654","0.14737110989822","cg13357602","4"
"TNXB Body","TNXB OpenSea","1","-","0.0099970911749763","0.804066017062579","-0.0551870968700747","cg12496694","514"
"COL11A2 Body","COL11A2 OpenSea","1","-","0.00541315512102241","0.865854224892008","-0.016167889819094","cg18375610","195"
"LOC100287718 TSS200","LOC100287718 OpenSea","1","+","0.00937211511010978","-0.775583765372303","-0.0136343466279205","cg10156739","1"
"DST Body","DST OpenSea","1","-","0.00374888202295916","0.770738767514202","-0.123486920021245","cg07800670","75"
"POU3F2 1stExon","POU3F2 Island","1","+","0.00562506370175688","-1.08357597634645","0.20156794741607","cg20797858","9"
"FOXO3 Body","FOXO3 S_Shore","1","+","0.00473540403435972","-1.10391609158083","0.132152348355396","cg08792630","26"
"SAMD3 TSS1500","SAMD3 OpenSea","1","-","0.00963559290646249","0.547529470686809","-0.112714240081754","cg25049486","4"
"VNN1 TSS1500","VNN1 OpenSea","1","+","0.00678742466807652","-0.944005335865966","0.13086359133996","cg01052291","3"
"RGS17 5'UTR","RGS17 Island","1","+","0.00398699517446523","-0.769312066569981","0.0320364630084566","cg02006257","15"
"C6orf35 TSS200","C6orf35 S_Shore","1","+","0.00953397571238218","-0.782156608549925","0.0698386458191426","cg24931561","3"
"TAGAP 5'UTR","TAGAP OpenSea","1","-","0.00400169839502915","0.677296331797645","-0.0619839163816219","cg26870746","8"
"TAGAP Body","TAGAP OpenSea","1","-","0.00400169839502915","0.677296331797645","-0.0619839163816219","cg26870746","9"
"PDE10A Body","PDE10A OpenSea","1","-","0.00562506370175688","1.47932265429291","-0.427497835746111","cg08412584","33"
"PDE10A 5'UTR","PDE10A OpenSea","1","-","0.00562506370175688","1.47932265429291","-0.427497835746111","cg08412584","21"
"DST Body","DST OpenSea","3","- + +","0.00374888202295916","-1.26981885356495","0.0783991571551732","cg07800670;cg23302682;cg11338643","75"
"PRKAR1B Body","PRKAR1B OpenSea","1","-","0.00891391604227217","0.619977593126064","-0.0537187739079686","cg08900363","185"
"MAD1L1 Body","MAD1L1 S_Shore","2","- +","0.00363995684687781","0.599178932914096","-0.191973096611691","cg16961070;cg00292071","719"
"FOXK1 Body","FOXK1 Island","1","-","0.00205905323974924","1.28018407289407","0.0239875933509677","cg17710671","147"
"USP42 3'UTR","USP42 S_Shore","2","+ +","0.00778032625249472","-0.783500257915613","0.121726631214727","cg18419175;cg10161111","6"
"ZDHHC4 TSS200","ZDHHC4 Island","1","-","1.52392645297646e-05","0.954128062013389","0.073493374053231","cg06218066","2"
"NXPH1 TSS1500","NXPH1 Island","1","+","0.00495327382870363","-1.02637588586051","0.0525857192458727","cg24785946","3"
"NXPH1 TSS200","NXPH1 Island","1","+","0.00570821770050627","-1.23711891301473","0.098862553390682","cg22339356","4"
"DNAH11 TSS1500","DNAH11 Island","1","+","0.00374528516645012","-0.80334364944922","-0.0229201659242266","cg06270661","3"
"KLHL7 1stExon","KLHL7 Island","1","-","0.00056045584537012","1.51894220632213","0.0383780448446689","cg05358749","1"
"KLHL7 5'UTR","KLHL7 Island","1","-","0.00056045584537012","1.51894220632213","0.0383780448446689","cg05358749","8"
"SKAP2 5'UTR","SKAP2 Island","1","+","0.00932075368312249","-0.798974548442807","0.16790393100028","cg14322681","3"
"SKAP2 1stExon","SKAP2 Island","1","+","0.00932075368312249","-0.798974548442807","0.16790393100028","cg14322681","3"
"HOXA1 TSS200","HOXA1 Island","1","+","0.00114669135369309","-1.5031923924214","0.048370174606934","cg06715976","6"
"LOC402644 TSS200","LOC402644 OpenSea","1","-","0.00700756705034891","0.748592036851323","-0.0636091058551843","cg25548834","3"
"CREB5 5'UTR","CREB5 Island","2","+ +","0.00143775360849319","-0.890379224852395","0.0383638400731674","cg11831043;cg22396147","48"
"ZNRF2 Body","ZNRF2 OpenSea","1","-","0.00678742466807652","1.23920373428463","-0.0616584947030803","cg08549335","10"
"NOD1 5'UTR","NOD1 OpenSea","1","+","0.00694748934173201","-1.08480967202307","0.117683068416543","cg07277549","11"
"MYO1G TSS1500","MYO1G OpenSea","1","-","0.00886191336525515","0.658098768630992","-0.0390052933930501","cg09948419","3"
"VOPP1 Body","VOPP1 N_Shore","1","-","0.00882639710213506","0.903535055761398","-0.184330988639562","cg06889086","31"
"AUTS2 Body","AUTS2 OpenSea","1","-","0.00504875197748601","0.746881000539472","-0.0612659586793227","cg08903389","102"
"ZP3 Body","ZP3 OpenSea","1","-","0.00636703934214558","0.725233148359446","-0.0926943831652483","cg14051770","2"
"ZP3 1stExon","ZP3 OpenSea","1","-","0.00636703934214558","0.725233148359446","-0.0926943831652483","cg14051770","5"
"CCDC146 Body","CCDC146 OpenSea","1","-","0.00950975086880301","0.647646064771358","-0.0426152967985076","cg23318703","14"
"STEAP2 TSS200","STEAP2 Island","1","+","0.000816096141755024","-0.86565646205785","0.114320001135355","cg21700332","8"
"STEAP2 TSS1500","STEAP2 Island","1","+","0.000816096141755024","-0.86565646205785","0.114320001135355","cg21700332","13"
"ZNF498 Body","ZNF498 OpenSea","1","-","0.00732653723321656","0.740213190420444","-0.109996591650769","cg07375256","6"
"SERPINE1 TSS1500","SERPINE1 OpenSea","1","-","0.000882258002799415","1.60115297114867","0.0494595712767736","cg08053846","5"
"RELN TSS200","RELN Island","1","+","0.00694540330540466","-1.48750327031732","0.114680255498111","cg18011364","4"
"SRPK2 TSS1500","SRPK2 S_Shore","1","+","0.00562506370175688","-1.08554560519299","0.120268344585859","cg14141459","4"
"LOC100134229 Body","LOC100134229 S_Shore","1","-","0.00830178587046058","0.547576001727977","0.0212887960652026","cg14070549","5"
"ACCN3 Body","ACCN3 Island","1","+","0.006523006833186","-0.487962426424358","0.0503828312126904","cg10289177","5"
"NCAPG2 Body","NCAPG2 OpenSea","1","+","0.00593864364064158","-1.09804186064634","0.0416042244930155","cg17906105","6"
"ARHGEF10 5'UTR","ARHGEF10 OpenSea","1","-","0.00813313280660905","1.81886300020242","0.281962712597549","cg07264062","38"
"MSRA TSS1500","MSRA N_Shore","1","+","0.00547212815943613","-0.694890501825308","0.128166919347585","cg18452600","6"
"CTSB TSS1500","CTSB S_Shore","1","+","0.00398699517446523","-1.06204570057288","0.120123602928396","cg00276098","4"
"EFHA2 TSS200","EFHA2 Island","1","+","0.000882258002799415","-0.833195680918563","0.0972040483863837","cg00720475","3"
"LPL Body","LPL Island","1","+","0.00562506370175688","-0.929002770659107","0.148304098160093","cg18015746","7"
"PHYHIP Body","PHYHIP N_Shelf","2","+ +","0.00834768820798196","-0.887824137665783","0.0873088610107642","cg10754705;cg16148593","16"
"C8orf58 TSS1500","C8orf58 Island","2","+ +","0.00218898418536563","-1.26169175560617","0.0719412140033516","cg03934689;cg00992153","5"
"EBF2 1stExon","EBF2 Island","1","+","0.00240104298050074","-0.729932775745562","0.0862380737607329","cg22841810","1"
"PNMA2 5'UTR","PNMA2 N_Shore","1","+","0.00130685572853913","-1.06934816519516","0.124288378911372","cg02993352","8"
"GOT1L1 5'UTR","GOT1L1 OpenSea","1","+","0.0079548212314048","-0.617227949732728","0.0174054678420688","cg00242020","1"
"GOT1L1 1stExon","GOT1L1 OpenSea","1","+","0.0079548212314048","-0.617227949732728","0.0174054678420688","cg00242020","2"
"TACC1 TSS1500","TACC1 OpenSea","1","-","0.00262481777351602","0.78172368790893","-0.053176557117946","cg14773619","6"
"LOC401463 Body","LOC401463 Island","2","+ +","0.00421315213902865","-1.10328685770952","0.0711614279956364","cg23554956;cg07283114","10"
"MSC Body","MSC Island","1","+","0.00742607825362879","-1.2781799042002","0.0272142722045401","cg20079899","6"
"ZFHX4 5'UTR","ZFHX4 Island","2","+ +","0.00491752792642529","-1.20602525921281","0.0153386245027983","cg01419567;cg10074775","17"
"LOC100192378 Body","LOC100192378 Island","2","+ +","0.00491752792642529","-1.20602525921281","0.0153386245027983","cg01419567;cg10074775","31"
"RBM12B TSS200","RBM12B Island","1","-","0.00504875197748601","0.715082851352184","0.0818546712947094","cg07135964","6"
"RPL30 TSS1500","RPL30 S_Shore","1","-","0.00813313280660905","0.571432588379876","-0.0229441454815532","cg19995049","7"
"ZFPM2 TSS1500","ZFPM2 Island","1","+","0.000995386567556328","-0.8957702139499","0.158561282641329","cg01546729","5"
"RHPN1 Body","RHPN1 S_Shore","1","-","0.00529743517314134","0.602839584461993","-0.0480202070961633","cg13159388","28"
"C8orf51 TSS1500","C8orf51 S_Shore","1","-","0.00529743517314134","0.602839584461993","-0.0480202070961633","cg13159388","5"
"ZC3H3 Body","ZC3H3 OpenSea","1","+","0.000640384291543232","-1.41838542826435","0.0523572498197604","cg04878745","102"
"LRRC14 TSS1500","LRRC14 Island","1","-","0.00709462636601756","0.523816286653892","-0.0502634218716248","cg07270460","4"
"RECQL4 1stExon","RECQL4 Island","1","-","0.00709462636601756","0.523816286653892","-0.0502634218716248","cg07270460","1"
"ZNF16 TSS1500","ZNF16 S_Shore","1","-","0.00789479758090954","0.6138454832531","0.0343041174773481","cg12876038","2"
"KANK1 5'UTR","KANK1 Island","1","+","0.00318494187010541","-1.18571284897366","0.206161809521774","cg13877502","9"
